id,title,overview,video,original_language,popularity,release_date,vote_average,vote_count,genres,keywords
22660,Old Yeller,"Young Travis Coates is left to take care of the family ranch with his mother and younger brother while his father goes off on a cattle drive in the 1860s. When a yellow mongrel comes for an uninvited stay with the family, Travis reluctantly adopts the dog.",False,en,11.563,1957-12-25,6.9,225,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 37, 'name': 'Western'}]","[{'id': 1556, 'name': 'texas'}, {'id': 2752, 'name': 'ranch'}, {'id': 15162, 'name': 'dog'}, {'id': 15225, 'name': 'cattle'}, {'id': 158416, 'name': 'boy and dog'}, {'id': 158615, 'name': 'cattle ranch'}, {'id': 207928, 'name': '19th century'}, {'id': 208152, 'name': 'pets'}]"
9667,The Jacket,"A military veteran goes on a journey into the future, where he can foresee his death and is left with questions that could save his life and those he loves.",False,en,12.935,2005-03-04,6.9,1312,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}]","[{'id': 919, 'name': 'smoking'}, {'id': 1279, 'name': 'medicine'}, {'id': 1453, 'name': 'amnesia'}, {'id': 1706, 'name': 'experiment'}, {'id': 2800, 'name': 'psychology'}, {'id': 3298, 'name': 'hallucination'}, {'id': 4379, 'name': 'time travel'}, {'id': 8159, 'name': 'iraq war veteran'}, {'id': 9673, 'name': 'love'}, {'id': 11268, 'name': 'psychologist'}, {'id': 13065, 'name': 'soldier'}, {'id': 15106, 'name': 'psychiatrist'}, {'id': 156799, 'name': 'vermont'}, {'id': 160153, 'name': 'dead'}, {'id': 160497, 'name': 'wrongful arrest'}, {'id': 199686, 'name': 'near-death experience'}, {'id': 216079, 'name': 'truck stop'}, {'id': 218121, 'name': 'murder of a police officer'}]"
19494,Nine to Five,"Frank Hart is a pig. He takes advantage of the women who work with him in the grossest manner. When his three assistants manage to trap him in his own house, they assume control of his department, and productivity leaps, but just how long can they keep Hart tied up?",False,en,8.547,1980-12-18,6.9,420,"[{'id': 35, 'name': 'Comedy'}]","[{'id': 1930, 'name': 'kidnapping'}, {'id': 34156, 'name': 'tied up'}, {'id': 209220, 'name': 'live action and animation'}]"
5921,Nevada Smith,"Nevada Smith is the young son of an Indian mother and white father. When his father is killed by three men over gold, Nevada sets out to find them and kill them. The boy is taken in by a gun merchant. The gun merchant shows him how to shoot and to shoot on time and correct.",False,en,10.044,1966-06-10,6.9,142,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]","[{'id': 1522, 'name': 'repayment'}, {'id': 9748, 'name': 'revenge'}, {'id': 10322, 'name': 'native american'}, {'id': 155573, 'name': 'wild west'}, {'id': 183528, 'name': 'half breed'}]"
643882,The Princess Switch: Switched Again,"When Duchess Margaret unexpectedly inherits the throne & hits a rough patch with Kevin, it’s up to Stacy to save the day before a new lookalike — party girl Fiona — foils their plans.",False,en,11.629,2020-11-19,6.9,789,"[{'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]","[{'id': 65, 'name': 'holiday'}, {'id': 4833, 'name': 'royal family'}, {'id': 9663, 'name': 'sequel'}, {'id': 11200, 'name': 'look-alike'}, {'id': 207317, 'name': 'christmas'}]"
14637,Nothing But the Truth,"When reporter Rachel Armstrong writes a story that reveals the identity of a covert CIA operative, the government demands that Rachel reveal her source. She defies the special prosecutor and is thrown in jail. Meanwhile, her attorney, Albert Burnside argues her case all the way to the U.S. Supreme Court.",False,en,11.628,2008-12-19,6.9,406,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 378, 'name': 'prison'}, {'id': 591, 'name': 'cia'}, {'id': 736, 'name': 'journalist'}, {'id': 191600, 'name': 'assassination attempt'}, {'id': 195541, 'name': 'integrity'}]"
15515,The 7th Voyage of Sinbad,"When a princess is shrunken by an evil wizard, Sinbad must undertake a quest to an island of monsters to cure her and prevent a war.",False,en,12.978,1958-12-05,6.9,230,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","[{'id': 2041, 'name': 'island'}, {'id': 2343, 'name': 'magic'}, {'id': 4892, 'name': 'sultan'}, {'id': 7038, 'name': 'giant bird'}, {'id': 10107, 'name': 'sinbad / sindbad'}, {'id': 10121, 'name': 'stop motion'}, {'id': 12554, 'name': 'dragon'}, {'id': 161893, 'name': 'cyclops'}, {'id': 162512, 'name': 'siren'}, {'id': 182599, 'name': 'technicolor'}, {'id': 190536, 'name': 'genie'}, {'id': 197065, 'name': 'claymation'}, {'id': 239733, 'name': 'ancient middle east'}, {'id': 239734, 'name': 'magic lamp'}, {'id': 239735, 'name': 'mad magician'}, {'id': 239738, 'name': 'threatened war'}, {'id': 239742, 'name': 'model animation'}, {'id': 252696, 'name': '8th century'}]"
10027,Unleashed,"Raised as a slave, Danny is used to fighting for his survival. In fact, his ""master,"" Bart, thinks of him as a pet and goes as far as leashing him with a collar so they can make money in fight clubs, where Danny is the main contender. When Bart's crew is in a car accident, Danny escapes and meets a blind, kindhearted piano tuner who takes him in and uses music to free the fighter's long-buried heart.",False,en,17.586,2005-02-02,6.9,1790,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]","[{'id': 779, 'name': 'martial arts'}, {'id': 1721, 'name': 'fight'}, {'id': 2708, 'name': 'hitman'}, {'id': 10291, 'name': 'organized crime'}, {'id': 10714, 'name': 'serial killer'}, {'id': 14955, 'name': 'fighting'}, {'id': 17977, 'name': 'underground fighting'}, {'id': 18522, 'name': 'one against many'}, {'id': 219404, 'name': 'action hero'}, {'id': 239553, 'name': 'fight club'}]"
84329,Robot & Frank,"Curmudgeonly old Frank lives by himself. His routine involves daily visits to his local library, where he has a twinkle in his eye for the librarian. His grown children are concerned about their father’s well-being and buy him a caretaker robot. Initially resistant to the idea, Frank soon appreciates the benefits of robotic support – like nutritious meals and a clean house – and eventually begins to treat his robot like a true companion. With his robot’s assistance, Frank’s passion for his old, unlawful profession is reignited, for better or worse.",False,en,7.536,2012-08-16,6.9,967,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]","[{'id': 6054, 'name': 'friendship'}, {'id': 14544, 'name': 'robot'}, {'id': 163484, 'name': 'senior citizen'}, {'id': 190075, 'name': 'cat thief'}]"
14746,Streets of Fire,"Raven Shaddock and his gang of merciless biker friends kidnap rock singer Ellen Aim. Ellen's former lover, soldier-for-hire Tom Cody, happens to be passing through town on a visit. In an attempt to save his star act, Ellen's manager hires Tom to rescue her. Along with a former soldier, they battle through dangerous cityscapes, determined to get Ellen back.",False,en,17.543,1984-06-01,6.9,411,"[{'id': 28, 'name': 'Action'}]","[{'id': 1930, 'name': 'kidnapping'}, {'id': 3070, 'name': 'mercenary'}, {'id': 3177, 'name': 'fan'}, {'id': 10084, 'name': 'rescue'}, {'id': 10229, 'name': 'singer'}, {'id': 14735, 'name': 'motorcycle'}, {'id': 14736, 'name': 'motorcycle gang'}, {'id': 207268, 'name': 'neo-noir'}, {'id': 254804, 'name': 'biker gangs'}]"
17915,Dance with Me,"Young Cuban Rafael just buried his mother, and comes to Houston to meet his father John for the first time. The difficult part is that John doesn't know he is Rafael's father. John runs a dance studio, and everyone prepares for the World Open Dance championship in Las Vegas. It soon becomes clear Rafael is a very good dancer, and Ruby is the biggest hope for the studio at the championship.",False,en,11.563,1998-08-21,6.9,177,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]","[{'id': 1691, 'name': 'dance'}, {'id': 4344, 'name': 'musical'}, {'id': 6075, 'name': 'sports'}, {'id': 9767, 'name': 'beautiful woman'}, {'id': 10104, 'name': 'dance competition'}, {'id': 10106, 'name': 'ballroom dancing'}, {'id': 187056, 'name': 'woman director'}, {'id': 317975, 'name': 'music movie'}]"
20771,Kim Possible: So the Drama,"Dr. Drakken has an evil new plot for world domination, but his ultimate success depends upon finding out KP's weakness which may involve a new hottie at Middleton High School named Eric, who suddenly sparks feelings in Ron about Kim that resemble much more than friendship. To make matters worse, Bueno Nacho, Ron's favorite fast food chain has turned sour on him by bombarding him with little Devils",False,en,13.005,2005-04-08,6.9,155,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]","[{'id': 470, 'name': 'spy'}, {'id': 779, 'name': 'martial arts'}, {'id': 1373, 'name': 'killer robot'}, {'id': 6270, 'name': 'high school'}, {'id': 6513, 'name': 'cartoon'}, {'id': 9715, 'name': 'superhero'}, {'id': 9890, 'name': 'jail'}, {'id': 9986, 'name': 'crush'}, {'id': 10266, 'name': 'prom'}, {'id': 12392, 'name': 'best friend'}, {'id': 15016, 'name': 'twins'}, {'id': 33637, 'name': 'super power'}, {'id': 33705, 'name': 'agent'}, {'id': 156478, 'name': 'boyfriend'}, {'id': 163074, 'name': 'super villain'}, {'id': 188947, 'name': 'sidekick'}, {'id': 189359, 'name': 'rat'}, {'id': 224106, 'name': 'series finale'}]"
28501,The Pit and the Pendulum,"Francis Barnard goes to Spain, when he hears his sister Elizabeth has died. Her husband Nicholas Medina, the son of the most brutal torturer of the Spanish Inquisition, tells him she has died of a blood disease, but Francis finds this hard to believe. After some investigating he finds out that it was extreme fear that was fatal to his sister and that she may have been buried alive!",False,en,8.515,1961-08-12,6.9,275,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 344, 'name': 'inquisition'}, {'id': 514, 'name': 'spain'}, {'id': 3098, 'name': 'castle'}, {'id': 6152, 'name': 'supernatural'}, {'id': 6255, 'name': 'insanity'}, {'id': 7172, 'name': 'buried alive'}, {'id': 9856, 'name': 'flashback'}, {'id': 15032, 'name': 'gothic horror'}, {'id': 33468, 'name': 'secret door'}, {'id': 41410, 'name': 'madness'}, {'id': 191103, 'name': 'torturer'}, {'id': 215590, 'name': 'spanish inquisition'}, {'id': 220712, 'name': 'costume horror'}, {'id': 235349, 'name': 'pendelum'}, {'id': 235350, 'name': 'iron maiden'}, {'id': 237612, 'name': '14th century'}]"
7874,Black Snake Moan,"A God-fearing bluesman takes to a wild young woman who, as a victim of childhood sexual abuse, is looking everywhere for love, but never quite finding it.",False,en,17.488,2006-12-31,6.9,771,"[{'id': 18, 'name': 'Drama'}]","[{'id': 531, 'name': 'southern usa'}, {'id': 2636, 'name': 'blues'}, {'id': 2754, 'name': 'trauma'}, {'id': 4048, 'name': 'musician'}, {'id': 5947, 'name': 'military service'}, {'id': 6335, 'name': 'tennessee'}, {'id': 9838, 'name': 'nymphomaniac'}, {'id': 15381, 'name': 'captive'}, {'id': 160058, 'name': 'moonshine'}, {'id': 229143, 'name': 'drunkeness'}]"
12528,Southern Comfort,"A squad of National Guards on an isolated weekend exercise in the Louisiana swamp must fight for their lives when they anger local Cajuns by stealing their canoes. Without live ammunition and in a strange country, their experience begins to mirror the Vietnam experience.",False,en,7.706,1981-09-21,6.9,250,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 2138, 'name': 'joke'}, {'id': 3134, 'name': 'louisiana'}, {'id': 3593, 'name': 'wilderness'}, {'id': 4551, 'name': 'swamp'}, {'id': 5387, 'name': 'national guard'}, {'id': 8723, 'name': 'poacher'}, {'id': 9750, 'name': 'bayou'}, {'id': 9826, 'name': 'murder'}, {'id': 10292, 'name': 'gore'}, {'id': 10349, 'name': 'survival'}, {'id': 11060, 'name': 'trap'}, {'id': 13065, 'name': 'soldier'}, {'id': 155180, 'name': 'cajun'}, {'id': 155235, 'name': 'animal killing'}, {'id': 252190, 'name': 'military excercise'}]"
11329,Runaway Jury,A juror on the inside and a woman on the outside manipulate a court trial involving a major gun manufacturer.,False,en,13.021,2003-01-16,6.9,1087,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 3012, 'name': 'court case'}, {'id': 3600, 'name': 'gun rampage'}, {'id': 6112, 'name': 'firearm'}, {'id': 8881, 'name': 'jury'}, {'id': 214780, 'name': 'courtroom drama'}, {'id': 219605, 'name': 'lobbyist'}, {'id': 254459, 'name': 'legal thriller'}]"
148980,Battlestar Galactica,"After the destruction of the Twelve Colonies of Mankind, the last major fighter carrier leads a makeshift fugitive fleet in a desperate search for the legendary planet Earth. This film is adapted from a television series that aired on ABC from September 17, 1978, to August 17, 1980. The first and fifth episodes of the series were edited into this theatrical feature film. Taken together, the two episodes ran 148 minutes, without commercials, while the film runs 125 minutes.",False,en,10.127,1978-09-16,6.9,148,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]","[{'id': 2902, 'name': 'space battle'}, {'id': 9882, 'name': 'space'}, {'id': 194008, 'name': 'edited from tv series'}, {'id': 202188, 'name': 'sensurround'}]"
470610,Endless,"When madly in love high school graduates Riley and Chris are separated by a tragic car accident, Riley blames herself for her boyfriend's death while Chris is stranded in limbo. Miraculously, the two find a way to connect. In a love story that transcends life and death, both Riley and Chris are forced to learn the hardest lesson of all: letting go.",False,en,13.035,2020-04-09,6.9,190,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]","[{'id': 9673, 'name': 'love'}, {'id': 162846, 'name': 'ghost'}]"
46705,Blue Valentine,"Dean and Cindy live a quiet life in a modest neighborhood. They appear to have the world at their feet at the outset of the relationship. However, his lack of ambition and her retreat into self-absorption cause potentially irreversible cracks in their marriage.",False,en,17.385,2010-12-16,6.9,2881,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'id': 246, 'name': 'dancing'}, {'id': 428, 'name': 'nurse'}, {'id': 894, 'name': 'depression'}, {'id': 1517, 'name': 'classroom'}, {'id': 3450, 'name': 'bridge'}, {'id': 6038, 'name': 'marriage'}, {'id': 9276, 'name': 'truck'}, {'id': 9673, 'name': 'love'}, {'id': 10041, 'name': 'dysfunctional family'}]"
177888,Teen Beach Movie,"Life's a beach for surfers Brady and McKenzie – until a rogue wave magically transports them inside the classic '60s beach party flick, ""Wet Side Story,"" where a full-blown rivalry between bikers and surfers threatens to erupt. There, amidst a sea of surfing, singing and dancing, Brady and Mack accidentally change the storyline, and the film’s dreamy hero and heroine fall for them instead of for each other!",False,en,11.536,2013-08-07,6.9,844,"[{'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 10770, 'name': 'TV Movie'}, {'id': 35, 'name': 'Comedy'}]","[{'id': 1524, 'name': 'surfer'}, {'id': 4344, 'name': 'musical'}, {'id': 9732, 'name': 'film in film'}, {'id': 11870, 'name': 'teen movie'}, {'id': 13088, 'name': 'summer'}, {'id': 188583, 'name': 'beach movie'}, {'id': 208992, 'name': '1960s'}, {'id': 296608, 'name': 'teenager'}]"
9591,That Thing You Do!,"A Pennsylvania band scores a hit in 1964 and rides the star-making machinery as long as it can, with lots of help from its manager.",False,en,13.076,1996-10-04,6.9,724,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10402, 'name': 'Music'}]","[{'id': 904, 'name': 'pennsylvania, usa'}, {'id': 3490, 'name': 'pop star'}, {'id': 5716, 'name': 'record label'}, {'id': 5718, 'name': 'recording studio'}, {'id': 10686, 'name': 'battle of the bands'}, {'id': 208992, 'name': '1960s'}, {'id': 262913, 'name': 'one hit wonder'}]"
934761,A Perfect Pairing,"To land a major client, an LA wine exec travels to an Australian sheep station, where she signs on as a ranch hand and hits it off with a rugged local.",False,en,17.327,2022-05-19,6.9,436,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'id': 232234, 'name': 'sheep ranch'}]"
26973,Pretty Baby,"Hattie, a New Orleans prostitute, meets a photographer named Bellocq at her brothel one night and, after he photographs her, he befriends her 12-year-old daughter, Violet. When Violet is brought on as a working girl by her mother's madam and Hattie skips town to get married, Violet quickly loses her innocence and focuses on reuniting with Bellocq. But a life with Bellocq is compromised for Violet after her mother returns to town.",False,en,17.288,1978-04-05,6.9,267,"[{'id': 18, 'name': 'Drama'}]","[{'id': 549, 'name': 'prostitute'}, {'id': 1003, 'name': 'photographer'}, {'id': 1411, 'name': 'brothel'}, {'id': 2389, 'name': 'virgin'}, {'id': 2411, 'name': 'new orleans, louisiana'}, {'id': 6025, 'name': 'photography'}, {'id': 8640, 'name': 'young prostitute'}, {'id': 11254, 'name': 'loss of virginity'}, {'id': 185361, 'name': 'brothel madam'}, {'id': 210184, 'name': '1910s'}, {'id': 225582, 'name': 'child prostitution'}]"
1412,"sex, lies, and videotape",A sexually repressed woman's husband is having an affair with her sister. The arrival of a visitor with a rather unusual fetish changes everything.,False,en,17.74,1989-08-04,6.9,757,"[{'id': 18, 'name': 'Drama'}]","[{'id': 459, 'name': 'sexual obsession'}, {'id': 738, 'name': 'sexuality'}, {'id': 2874, 'name': 'spanner'}, {'id': 3201, 'name': 'orgasm'}, {'id': 4115, 'name': 'longing'}, {'id': 4434, 'name': 'interview'}, {'id': 177185, 'name': 'videotape'}, {'id': 178649, 'name': 'voyeurism'}]"
235260,Son of God,"In the Holy Land, the Roman occupation has produced a cauldron of oppression, anxiety and excessive taxes levied upon the Jewish people. Fearing the wrath of Roman governor Pontius Pilate , Jewish high priest Caiaphas tries to keep control of his people. That control is threatened when Jesus arrives in Jerusalem, performing miracles and spreading messages of love and hope. Those who fear that Jesus will inspire a revolution decide that he must die.",False,en,17.743,2014-02-28,6.9,268,"[{'id': 18, 'name': 'Drama'}]","[{'id': 186, 'name': 'christianity'}, {'id': 3036, 'name': 'bible'}, {'id': 3571, 'name': 'crucifixion'}, {'id': 5565, 'name': 'biography'}, {'id': 6506, 'name': 'resurrection'}, {'id': 13006, 'name': 'torture'}, {'id': 230097, 'name': 'jesus christ'}, {'id': 253695, 'name': 'christian film'}]"
547012,Buffaloed,"Set in the underworld of debt-collecting, homegrown hustler Peg Dahl will do anything to escape Buffalo, NY.",False,en,11.672,2020-02-14,6.9,200,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","[{'id': 10594, 'name': 'money'}, {'id': 255316, 'name': 'buffalo, new york'}]"
566222,The Great Hack,"Data—arguably the world’s most valuable asset—is being weaponized to wage cultural and political wars. The dark world of data exploitation is uncovered through the unpredictable, personal journeys of players on different sides of the explosive Cambridge Analytica/Facebook data story.",False,en,12.922,2019-01-26,6.9,452,"[{'id': 99, 'name': 'Documentary'}]","[{'id': 2903, 'name': 'propaganda'}, {'id': 6078, 'name': 'politics'}, {'id': 158431, 'name': 'united kingdom'}, {'id': 171063, 'name': 'social network'}, {'id': 194507, 'name': 'behavior modification'}, {'id': 209799, 'name': 'whistleblower'}, {'id': 209817, 'name': 'political thriller'}, {'id': 220831, 'name': 'facebook'}, {'id': 225615, 'name': 'brexit'}, {'id': 230480, 'name': 'usa election'}, {'id': 232124, 'name': 'big data'}]"
68924,The Ice Storm,"In the weekend after thanksgiving 1973 the Hood family is skidding out of control. Then an ice storm hits, the worst in a century.",False,en,18.02,1997-02-05,6.9,554,"[{'id': 18, 'name': 'Drama'}]","[{'id': 818, 'name': 'based on novel or book'}, {'id': 1228, 'name': '1970s'}, {'id': 1326, 'name': 'infidelity'}, {'id': 4543, 'name': 'thanksgiving'}, {'id': 6981, 'name': 'connecticut'}, {'id': 10041, 'name': 'dysfunctional family'}, {'id': 10226, 'name': 'neighbor'}, {'id': 10235, 'name': 'family relationships'}, {'id': 33876, 'name': 'swinger'}, {'id': 155870, 'name': 'polyamory'}, {'id': 162804, 'name': 'sexual awakening'}, {'id': 286407, 'name': 'party'}]"
6878,Homeward Bound: The Incredible Journey,"Remake of the popular Disney classic, this time featuring some well known voices as two dogs and a cat trek across America encountering all sorts of adventures in the quest to be reunited with their owners.",False,en,18.011,1993-02-03,6.9,895,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","[{'id': 818, 'name': 'based on novel or book'}, {'id': 977, 'name': 'cat'}, {'id': 6054, 'name': 'friendship'}, {'id': 9714, 'name': 'remake'}, {'id': 15162, 'name': 'dog'}, {'id': 189092, 'name': 'journey'}, {'id': 208152, 'name': 'pets'}]"
14711,Afro Samurai: Resurrection,Afro Samurai avenged his father and found a life of peace. But the legendary master is forced back into the game by a beautiful and deadly woman from his past. The sparks of violence dropped along Afro’s bloody path now burn out of control – and nowhere are the flames of hatred more intense than in the eyes of Sio.,False,en,11.768,2009-10-16,6.9,154,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}]","[{'id': 233, 'name': 'japan'}, {'id': 1462, 'name': 'samurai'}, {'id': 198754, 'name': 'feudal japan'}, {'id': 246484, 'name': 'afro-descendants'}, {'id': 261542, 'name': 'afro hair style'}]"
76025,Shame,"Brandon, a thirty-something man living in New York, eludes intimacy with women but feeds his deepest desires with a compulsive addiction to sex. When his younger sister temporarily moves into his apartment, stirring up bitter memories of their shared painful past, Brandon's life, like his fragile mind, gets out of control.",False,en,17.994,2011-10-02,6.9,2823,"[{'id': 18, 'name': 'Drama'}]","[{'id': 242, 'name': 'new york city'}, {'id': 445, 'name': 'pornography'}, {'id': 5906, 'name': 'sex addiction'}, {'id': 14522, 'name': 'co-workers relationship'}, {'id': 18314, 'name': 'internet porn'}, {'id': 190388, 'name': 'self-loathing'}, {'id': 240485, 'name': 'brother sister relationship'}]"
10015,Heartbreak Ridge,"A hard-nosed, hard-living Marine gunnery sergeant clashes with his superiors and his ex-wife as he takes command of a spoiled recon platoon with a bad attitude.",False,en,17.974,1986-12-05,6.9,883,"[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","[{'id': 1543, 'name': 'war veteran'}, {'id': 1627, 'name': 'patriotism'}, {'id': 2999, 'name': 'recruit'}, {'id': 3994, 'name': 'battle assignment'}, {'id': 11399, 'name': 'marine'}, {'id': 15240, 'name': 'platoon'}, {'id': 18543, 'name': 'combat'}, {'id': 162365, 'name': 'military'}, {'id': 185454, 'name': 'us military'}]"
732450,Batman: Soul of the Dragon,"Bruce Wayne faces a deadly menace from his past, with the help of three former classmates: world-renowned martial artists Richard Dragon, Ben Turner and Lady Shiva.",False,en,17.973,2021-01-12,6.9,291,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}]","[{'id': 9715, 'name': 'superhero'}, {'id': 301930, 'name': 'death of master'}]"
17612,Lost and Delirious,"After starting at an upmarket boarding school, a teenage girl forms close friendships with her two older roommates. However, when she discovers that her new friends are lovers she finds herself caught in a complicated situation.",False,en,11.756,2001-01-21,6.9,439,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'id': 818, 'name': 'based on novel or book'}, {'id': 1253, 'name': 'roommate'}, {'id': 1284, 'name': 'identity'}, {'id': 9673, 'name': 'love'}, {'id': 10873, 'name': 'school'}, {'id': 162342, 'name': 'discovery'}, {'id': 187056, 'name': 'woman director'}, {'id': 264386, 'name': 'lesbian'}]"
339526,The Land Before Time XIV: Journey of the Brave,"On a day known to the dinosaurs as ""Treasure Day"", Bron becomes stuck in the Mysterious Beyond. This event urges the young Longneck Littlefoot to take his friends on a quest to the Fire Mountain to save his father. Along the way, they befriend a Flyer.",False,en,11.737,2016-02-02,6.9,98,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]","[{'id': 9663, 'name': 'sequel'}, {'id': 10506, 'name': 'prehistoric'}, {'id': 12616, 'name': 'dinosaur'}]"
11170,We Are Marshall,"When a plane crash claims the lives of members of the Marshall University football team and some of its fans, the team's new coach and his surviving players try to keep the football program alive.",False,en,10.013,2006-12-12,6.9,597,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]","[{'id': 579, 'name': 'american football'}, {'id': 1228, 'name': '1970s'}, {'id': 1482, 'name': 'trainer'}, {'id': 3616, 'name': 'college'}, {'id': 6075, 'name': 'sports'}]"
1934,Shakespeare in Love,"Young Shakespeare is forced to stage his latest comedy, ""Romeo and Ethel, the Pirate's Daughter,"" before it's even written. When a lovely noblewoman auditions for a role, they fall into forbidden love -- and his play finds a new life (and title). As their relationship progresses, Shakespeare's comedy soon transforms into tragedy.",False,en,17.9,1998-12-11,6.9,2756,"[{'id': 10749, 'name': 'Romance'}, {'id': 36, 'name': 'History'}, {'id': 35, 'name': 'Comedy'}]","[{'id': 212, 'name': 'london, england'}, {'id': 4326, 'name': 'theater play'}, {'id': 7153, 'name': 'queen elizabeth i'}, {'id': 10965, 'name': 'playwright'}, {'id': 12090, 'name': 'cross dressing'}, {'id': 190532, 'name': 'false history'}, {'id': 191701, 'name': 'francis bacon'}, {'id': 208244, 'name': '16th century'}, {'id': 208586, 'name': 'acting'}, {'id': 246971, 'name': 'elizabethan england'}]"
13098,Paid in Full,"Ace is an impressionable young man working for a dry cleaning business. His friend, drug dealer Mitch goes to prison. In an unrelated incident, he finds some cocaine in a pants pocket. Soon, Ace finds himself dealing cocaine for Lulu. Via lucky breaks and solid interpersonal skills, Ace moves to the top of the Harlem drug world. Of course, unfaithful employees and/or rivals conspire to bring about Ace's fall.",False,en,10.017,2002-10-25,6.9,171,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","[{'id': 242, 'name': 'new york city'}, {'id': 542, 'name': 'street gang'}, {'id': 2149, 'name': 'drug trafficking'}, {'id': 2394, 'name': 'ghetto'}, {'id': 3149, 'name': 'gangster'}, {'id': 3391, 'name': 'drug smuggling'}, {'id': 4562, 'name': 'rapper'}, {'id': 5572, 'name': 'fistfight'}, {'id': 10291, 'name': 'organized crime'}, {'id': 33556, 'name': 'urban setting'}, {'id': 156158, 'name': 'racial slur'}, {'id': 156196, 'name': 'street life'}]"
11590,Slap Shot,"To build up attendance at their games, the management of a struggling minor-league hockey team signs up the Hanson Brothers, three hard-charging players whose job is to demolish the opposition.",False,en,12.877,1977-02-25,6.9,305,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","[{'id': 904, 'name': 'pennsylvania, usa'}, {'id': 1415, 'name': 'small town'}, {'id': 6075, 'name': 'sports'}, {'id': 6483, 'name': 'ice hockey'}, {'id': 219842, 'name': 'team owner'}]"
